# The 2MASS Redshift Survey
# Huchra et al., to be submitted to ApJS
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.1, 2011 June 22
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Code "M": The NED query by 2MASS ID returned a match with no redshift, but a query by position (tolerance=1.3 arcminutes) returned a match with a redshift.
#
#2MASS_ID        NED_ID                         RA          DEC        TYPE   NED_CZ QUAL NED_BIBCODE         NED_ALT_ENTRY                  RA           DEC       TYPE   NED_CZ  SEP NED_BIBCODE         CZ_ERR
00005234-3550370|2MASX J00005234-3550370       |00h00m52.3s -35d50m37s|IrS   |      |    |                   |6dF J0000522-355037           |00h00m52.3s -35d50m37s|G     | 15581| 0.0|20096dF...C...0000J|  45
00114770-2154236|AM 0009-221 NED01             |00h11m47.7s -21d54m24s|G     |      |    |                   |AM 0009-221 NED01             |00h11m47.7s -21d54m24s|G     | 18214| 0.0|20096dF...C...0000J|  45
00121874-3704432|2MASX J00121874-3704432       |00h12m18.7s -37d04m43s|G     |      |    |                   |6dF J0012187-370444           |00h12m18.7s -37d04m43s|G     | 15224| 0.0|20096dF...C...0000J|  45
00135592+0342508|2MASX J00135592+0342508       |00h13m55.9s +03d42m51s|G     |      |    |                   |UGC 00129                     |00h13m55.9s +03d42m51s|G     | 11802| 0.0|1999ApJS..121..287H|  32
00141513-2816502|2MASX J00141513-2816502       |00h14m15.1s -28d16m50s|IrS   |      |    |                   |SARS 002.93096-28.55881       |00h14m15.2s -28d16m51s|G     | 16776| 0.0|2005AJ....130.2012W|  21
00143192+0000303|2MASX J00143192+0000303       |00h14m31.9s +00d00m30s|IrS   |      |    |                   |MCG +00-01-042                |00h14m31.9s +00d00m30s|G     | 19473| 0.0|2003SDSS1.C...0000:|  36
00150594-3508374|2MASX J00150594-3508374       |00h15m05.9s -35d08m38s|G     |      |    |                   |ESO 350-IG 003                |00h15m05.9s -35d08m37s|G     | 14674| 0.0|20096dF...C...0000J|  45
00150718-2912377|2MASX J00150718-2912377       |00h15m07.2s -29d12m38s|IrS   |      |    |                   |2dFGRS S279Z269               |00h15m07.1s -29d12m40s|G     |  7675| 0.0|20032dF...C...0000C|  64
00170713-3431001|2MASX J00170713-3431001       |00h17m07.1s -34d31m00s|IrS   |      |    |                   |6dF J0017070-343100           |00h17m07.1s -34d31m00s|G     | 15387| 0.0|20096dF...C...0000J|  45
00171879-3230571|2MASX J00171879-3230571       |00h17m18.8s -32d30m57s|IrS   |      |    |                   |DUKST 350-007                 |00h17m18.8s -32d30m57s|G     |  7657| 0.0|1998AJ....116....1D|  34
00175732-3353524|2MASX J00175732-3353524       |00h17m57.3s -33d53m53s|G     |      |    |                   |DUKST 350-029                 |00h17m57.3s -33d53m53s|G     |  8975| 0.0|20096dF...C...0000J|  45
00181767+1714511|2MASX J00181767+1714511       |00h18m17.7s +17d14m51s|IrS   |      |    |                   |IRAS 00156+1658               |00h18m17.8s +17d14m49s|G     |  5757| 0.0|2003A&A...412...57P|  10
00193649-6141273|AM 0017-615 NED01             |00h19m36.5s -61d41m27s|G     |      |    |                   |6dF J0019365-614127           |00h19m36.4s -61d41m27s|G     | 11112| 0.0|20096dF...C...0000J|  45
00203603-3122169|2MASX J00203603-3122169       |00h20m36.0s -31d22m17s|G     |      |    |                   |6dF J0020360-312217           |00h20m36.0s -31d22m17s|G     | 15020| 0.0|20096dF...C...0000J|  45
00203905-2535294|2MASX J00203905-2535294       |00h20m39.1s -25d35m30s|IrS   |      |    |                   |6dF J0020390-253530           |00h20m39.1s -25d35m30s|G     | 19073| 0.0|20096dF...C...0000J|  45
00253146-3302458|2MASX J00253146-3302458       |00h25m31.5s -33d02m46s|IrS   |      |    |                   |2dFGRS S498Z083               |00h25m31.4s -33d02m48s|G     | 14900| 0.0|20032dF...C...0000C|  64
00262061-3324485|2MASX J00262061-3324485       |00h26m20.6s -33d24m49s|IrS   |      |    |                   |6dF J0026206-332449           |00h26m20.6s -33d24m49s|G     |  9534| 0.0|20096dF...C...0000J|  45
00270759-0050300|MCG +00-02-031                |00h27m07.6s -00d50m30s|G     |      |    |                   |IRAS F00245-0107              |00h27m07.6s -00d50m27s|G     | 17101| 0.0|1996ApJS..105..209I| 275
00273765-3250247|2MASX J00273765-3250247       |00h27m37.7s -32d50m25s|IrS   |      |    |                   |6dF J0027377-325025           |00h27m37.6s -32d50m25s|G     | 15747| 0.0|20096dF...C...0000J|  45
00274624-3641504|2MASX J00274624-3641504       |00h27m46.2s -36d41m50s|G     |      |    |                   |6dF J0027462-364150           |00h27m46.2s -36d41m50s|G     | 20768| 0.0|20096dF...C...0000J|  45
00284573-3224236|2MASX J00284573-3224236       |00h28m45.7s -32d24m24s|IrS   |      |    |                   |ESO 350- G 020                |00h28m45.7s -32d24m21s|G     | 13761| 0.0|1991ApJS...75..935d|  27
00311360-2824437|2MASX J00311360-2824437       |00h31m13.6s -28d24m44s|IrS   |      |    |                   |2MASX J00311360-2824437       |00h31m13.6s -28d24m44s|IrS   |  7245| 0.0|20096dF...C...0000J|  45
00315278-8120574|2MASX J00315278-8120574       |00h31m52.8s -81d20m58s|G     |      |    |                   |ESO 012-IG 018                |00h31m54.3s -81d20m57s|G     |  8394| 0.0|1991MNRAS.248..528A| 300
00324503-3310151|2MASX J00324503-3310151       |00h32m45.0s -33d10m15s|IrS   |      |    |                   |2dFGRS S500Z137               |00h32m45.0s -33d10m15s|G     | 14810| 0.0|20032dF...C...0000C|  64
00340304-3259072|2MASX J00340304-3259072       |00h34m03.0s -32d59m07s|G     |      |    |                   |MCG -06-02-017                |00h34m03.0s -32d59m07s|G     |  4531| 0.0|1998AJ....116....1D|  38
00354637-2829042|2MASX J00354637-2829042       |00h35m46.4s -28d29m04s|IrS   |      |    |                   |2dFGRS S284Z026               |00h35m46.4s -28d29m04s|G     |  7075| 0.0|20032dF...C...0000C|  64
00365127-2822013|2MASX J00365127-2822013       |00h36m51.3s -28d22m01s|IrS   |      |    |                   |ESO 410- G 027                |00h36m51.4s -28d21m58s|G     |  7194| 0.0|1998A&AS..130..333T|   9
00380733-2504033|2MASX J00380733-2504033       |00h38m07.3s -25d04m03s|IrS   |      |    |                   |SARS 008.91016-25.34244       |00h38m07.2s -25d04m04s|G     | 19952| 0.0|2005AJ....130.2012W|  15
00383973+1724113|2MASX J00383973+1724113       |00h38m39.7s +17d24m11s|IrS   |      |    |                   |UGC 00393                     |00h38m39.9s +17d24m10s|G     |  5428| 0.1|1993A&AS..102...57B|   7
00391373-2206079|2MASX J00391373-2206079       |00h39m13.8s -22d06m08s|G     |      |    |                   |KOS SP4 034                   |00h39m13.7s -22d06m09s|G     | 19726| 0.0|1989A&AS...79..147V|  78
00441595-2837562|2MASX J00441595-2837562       |00h44m16.0s -28d37m56s|IrS   |      |    |                   |6dF J0044160-283756           |00h44m15.9s -28d37m56s|G     | 12934| 0.0|20096dF...C...0000J|  45
00442601-2504342|2MASX J00442601-2504342       |00h44m26.0s -25d04m34s|IrS   |      |    |                   |6dF J0044260-250434           |00h44m26.0s -25d04m34s|G     |  6808| 0.0|20096dF...C...0000J|  45
00455159-3111595|2MASX J00455159-3111595       |00h45m51.6s -31d11m59s|IrS   |      |    |                   |6dF J0045515-311159           |00h45m51.6s -31d11m59s|G     |  5690| 0.0|20096dF...C...0000J|  45
00465502-3558443|2MASX J00465502-3558443       |00h46m55.0s -35d58m44s|IrS   |      |    |                   |6dF J0046550-355844           |00h46m55.0s -35d58m44s|G     |  6995| 0.0|20096dF...C...0000J|  31
00472011-3414531|2MASX J00472011-3414531       |00h47m20.1s -34d14m53s|IrS   |      |    |                   |6dF J0047201-341453           |00h47m20.1s -34d14m53s|G     | 13753| 0.0|20096dF...C...0000J|  45
00475553-2912217|ESO 411- G 017                |00h47m55.5s -29d12m22s|G     |      |    |                   |6dF J0047555-291222           |00h47m55.5s -29d12m22s|G     | 17841| 0.0|20096dF...C...0000J|  31
00494204-3017431|2MASX J00494204-3017431       |00h49m42.1s -30d17m43s|G     |      |    |                   |ESO 411- G 020                |00h49m42.0s -30d17m43s|G     | 14090| 0.0|20032dF...C...0000C|  89
00533009-4722247|2MASX J00533009-4722247       |00h53m30.1s -47d22m25s|G     |      |    |                   |6dF J0053301-472225           |00h53m30.1s -47d22m25s|G     |  8720| 0.0|20096dF...C...0000J|  45
00540394+7305052|MCG +12-02-001 NED02          |00h54m04.0s +73d05m05s|G     |      |    |                   |MCG +12-02-001                |00h54m03.6s +73d05m12s|GPair |  4706| 0.1|1992ApJS...83...29S|  22
00543674-3551063|2MASX J00543674-3551063       |00h54m36.7s -35d51m06s|IrS   |      |    |                   |6dF J0054367-355106           |00h54m36.7s -35d51m06s|G     | 13571| 0.0|20096dF...C...0000J|  45
00545906-3530460|2MASX J00545906-3530460       |00h54m59.1s -35d30m46s|IrS   |      |    |                   |ESO 351- G 020                |00h54m59.1s -35d30m46s|G     | 12779| 0.0|20096dF...C...0000J|  45
00555327-3425030|2MASX J00555327-3425030       |00h55m53.3s -34d25m03s|IrS   |      |    |                   |6dF J0055533-342503           |00h55m53.3s -34d25m03s|G     | 10131| 0.0|20096dF...C...0000J|  45
00593601+1259106|2MASX J00593601+1259106       |00h59m36.0s +12d59m11s|IrS   |      |    |                   |CGCG 435-033                  |00h59m36.0s +12d59m11s|IrS   | 12090| 0.0|1999MNRAS.305..259W|  33
00594713-3322220|2MASX J00594713-3322220       |00h59m47.1s -33d22m22s|IrS   |      |    |                   |2MFGC 00718                   |00h59m47.1s -33d22m21s|G     |  5876| 0.0|20096dF...C...0000J|  45
01091634-3223106|2MASX J01091634-3223106       |01h09m16.4s -32d23m10s|IrS   |      |    |                   |2dFGRS S446Z015               |01h09m16.4s -32d23m09s|G     | 10673| 0.0|20032dF...C...0000C|  64
01120089-3334066|2MASX J01120089-3334066       |01h12m00.9s -33d34m07s|IrS   |      |    |                   |2dFGRS S504Z030               |01h12m00.9s -33d34m06s|G     |  9923| 0.0|20032dF...C...0000C|  89
01122305+1631481|2MASX J01122305+1631481       |01h12m23.1s +16d31m48s|G     |      |    |                   |CGCG 459-015                  |01h12m23.0s +16d31m48s|GPair | 12658| 0.0|1999ApJS..121..287H|  29
01134828-3201410|2MASX J01134828-3201410       |01h13m48.3s -32d01m41s|G     |      |    |                   |6dF J0113483-320141           |01h13m48.3s -32d01m41s|G     | 10436| 0.0|20096dF...C...0000J|  45
01143125-3215521|2MASX J01143125-3215521       |01h14m31.3s -32d15m52s|IrS   |      |    |                   |2MASX J01143125-3215521       |01h14m31.3s -32d15m52s|IrS   |  5336| 0.0|20096dF...C...0000J|  45
01191289-2531511|2MASX J01191289-2531511       |01h19m12.9s -25d31m51s|IrS   |      |    |                   |6dF J0119129-253151           |01h19m12.9s -25d31m51s|G     | 16069| 0.0|20096dF...C...0000J|  45
01204797-0829187|MCG -02-04-026                |01h20m48.0s -08d29m18s|G     |      |    |                   |6dF J0120480-082919           |01h20m48.0s -08d29m18s|G     | 10351| 0.0|20096dF...C...0000J|  31
01245030-3145238|2MASX J01245030-3145238       |01h24m50.3s -31d45m24s|G     |      |    |                   |ESO 413- G 004                |01h24m50.3s -31d45m23s|G     | 10832| 0.0|1991ApJS...75..935d|  26
01255095-3429261|2MASX J01255095-3429261       |01h25m50.9s -34d29m26s|IrS   |      |    |                   |6dF J0125509-342926           |01h25m50.9s -34d29m26s|G     | 14796| 0.0|20096dF...C...0000J|  31
01260542-3757532|2MASX J01260542-3757532       |01h26m05.4s -37d57m53s|IrS   |      |    |                   |6dF J0126054-375753           |01h26m05.4s -37d57m53s|G     | 23095| 0.0|20096dF...C...0000J|  17
01270968-2243289|NGC 0554A                     |01h27m09.7s -22d43m29s|G     |      |    |                   |NGC 0554A                     |01h27m09.7s -22d43m29s|G     |  9566| 0.0|20096dF...C...0000J|  45
01273748-2507183|2MASX J01273748-2507183       |01h27m37.5s -25d07m19s|IrS   |      |    |                   |6dF J0127375-250719           |01h27m37.5s -25d07m19s|G     | 13092| 0.0|20096dF...C...0000J|  45
01274102+1212547|UGC 01041 NED02               |01h27m41.0s +12d12m55s|G     |      |    |                   |UGC 01041                     |01h27m39.0s +12d13m32s|GGrou | 16844| 0.8|1990ApJ...355..393W|  50
01300411-3556562|2MASX J01300411-3556562       |01h30m04.1s -35d56m56s|IrS   |      |    |                   |6dF J0130040-355656           |01h30m04.1s -35d56m56s|G     | 10679| 0.0|20096dF...C...0000J|  45
01302854-2240019|2MASX J01302854-2240019       |01h30m28.5s -22d40m02s|IrS   |      |    |                   |NGC 0578                      |01h30m29.1s -22d40m03s|G     |  1628| 0.1|2004AJ....128...16K|   3
01312663+1416389|2MASX J01312663+1416389       |01h31m26.6s +14d16m39s|G     |      |    |                   |UGC 01087                     |01h31m26.6s +14d16m39s|G     |  4485| 0.0|1993ApJS...88..383L|   1
01315896-3632076|2MASX J01315896-3632076       |01h31m59.0s -36d32m08s|IrS   |      |    |                   |ESO 353- G 010                |01h31m59.0s -36d32m08s|IrS   |  8325| 0.0|20096dF...C...0000J|  34
01320433-3348103|2MASX J01320433-3348103       |01h32m04.4s -33d48m10s|G     |      |    |                   |6dF J0132044-334810           |01h32m04.3s -33d48m10s|G     | 20488| 0.0|20096dF...C...0000J|  45
01320790-3440103|2MASX J01320790-3440103       |01h32m07.9s -34d40m10s|G     |      |    |                   |6dF J0132079-344010           |01h32m07.9s -34d40m10s|G     |  9171| 0.0|20096dF...C...0000J|  45
01322533+1759259|2MASX J01322533+1759259       |01h32m25.3s +17d59m26s|G     |      |    |                   |IRAS  01297+1744              |01h32m25.3s +17d59m26s|G     | 12501| 0.0|1999MNRAS.308..897L| 250
01342276-3250071|2MASX J01342276-3250071       |01h34m22.8s -32d50m08s|IrS   |      |    |                   |2dFGRS S452Z029               |01h34m22.8s -32d50m08s|IrS   | 19127| 0.0|20032dF...C...0000C|  64
01353448-3437322|2MASX J01353448-3437322       |01h35m34.5s -34d37m32s|G     |      |    |                   |6dF J0135345-343732           |01h35m34.5s -34d37m32s|G     |  6109| 0.0|20096dF...C...0000J|  45
01374933-3254365|2MASX J01374933-3254365       |01h37m49.3s -32d54m37s|IrS   |      |    |                   |AM 0135-330 NED01             |01h37m49.3s -32d54m37s|IrS   | 10446| 0.0|1998AJ....116....1D|  30
01382850-3336289|2MASX J01382850-3336289       |01h38m28.5s -33d36m29s|IrS   |      |    |                   |ESO 353- G 029                |01h38m28.5s -33d36m29s|G     |  8944| 0.0|1996ApJS..107...97M|  10
01391757-3617344|2MASX J01391757-3617344       |01h39m17.6s -36d17m35s|IrS   |      |    |                   |2MASX J01391757-3617344       |01h39m17.6s -36d17m35s|IrS   |  9005| 0.0|20096dF...C...0000J|  30
01432105+1154101|2MASX J01432105+1154101       |01h43m21.1s +11d54m10s|IrS   |      |    |                   |UGC 01206                     |01h43m21.0s +11d54m10s|G     |  8441| 0.0|1999ApJS..121..287H|  30
01432779-3328326|2MASX J01432779-3328326       |01h43m27.8s -33d28m32s|G     |      |    |                   |6dF J0143277-332832           |01h43m27.8s -33d28m32s|G     |  8833| 0.0|20096dF...C...0000J|  45
01434505-3418070|2MASX J01434505-3418070       |01h43m45.1s -34d18m07s|IrS   |      |    |                   |2MASX J01434505-3418070       |01h43m45.1s -34d18m07s|IrS   |  3756| 0.0|20096dF...C...0000J|  31
01483344+1325507|2MASX J01483344+1325507       |01h48m33.5s +13d25m51s|IrS   |      |    |                   |UGC 01261                     |01h48m33.5s +13d25m51s|IrS   |  5015| 0.0|1993ApJS...88..383L|   2
01490841+1357474|2MASX J01490841+1357474       |01h49m08.4s +13d57m47s|IrS   |      |    |                   |SDSS J014908.39+135747.7      |01h49m08.4s +13d57m48s|G     | 21168| 0.0|2003SDSS1.C...0000:|  31
01501977-3458277|2MASX J01501977-3458277       |01h50m19.8s -34d58m28s|IrS   |      |    |                   |6dF J0150198-345828           |01h50m19.8s -34d58m28s|IrS   |  8169| 0.0|20096dF...C...0000J|  45
01534152-3510457|2MASX J01534152-3510457       |01h53m41.5s -35d10m46s|G     |      |    |                   |6dF J0153415-351046           |01h53m41.5s -35d10m46s|G     | 10772| 0.0|20096dF...C...0000J|  31
01541830-3540252|2MASX J01541830-3540252       |01h54m18.3s -35d40m25s|IrS   |      |    |                   |6dF J0154182-354025           |01h54m18.4s -35d40m25s|G     |  9963| 0.0|20096dF...C...0000J|  45
01542438+1332286|2MASX J01542438+1332286       |01h54m24.4s +13d32m28s|G     |      |    |                   |UGC 01370                     |01h54m24.4s +13d32m28s|G     |  6229| 0.0|2003SDSS1.C...0000:|  24
02004598-3349581|2MASX J02004598-3349581       |02h00m46.0s -33d49m58s|IrS   |      |    |                   |ESO 354- G 028                |02h00m46.0s -33d49m58s|G     | 10638| 0.0|20096dF...C...0000J|  45
02011027-3312318|2MASX J02011027-3312318       |02h01m10.3s -33d12m32s|IrS   |      |    |                   |6dF J0201103-331232           |02h01m10.3s -33d12m32s|G     | 10659| 0.0|20096dF...C...0000J|  45
02050385-3223073|2MASX J02050385-3223073       |02h05m03.9s -32d23m07s|G     |      |    |                   |ESO 354- G 033                |02h05m03.9s -32d23m07s|G     |  4962| 0.0|2003A&A...412...57P|   5
02060598-3014213|2MASX J02060598-3014213       |02h06m06.0s -30d14m21s|IrS   |      |    |                   |6dF J0206060-301421           |02h06m06.0s -30d14m21s|G     | 10503| 0.0|20096dF...C...0000J|  45
02063166+1700003|2MASX J02063166+1700003       |02h06m31.7s +17d00m00s|IrS   |      |    |                   |CGCG 461-045 NED02            |02h06m31.7s +17d00m00s|G     | 12859| 0.0|1999PASP..111..438F|  51
02063660-3146404|2MASX J02063660-3146404       |02h06m36.6s -31d46m41s|IrS   |      |    |                   |6dF J0206366-314641           |02h06m36.6s -31d46m40s|G     | 10682| 0.0|20096dF...C...0000J|  31
02080653-3419575|2MASX J02080653-3419575       |02h08m06.5s -34d19m57s|IrS   |      |    |                   |2MASX J02080653-3419575       |02h08m06.5s -34d19m57s|IrS   |  9563| 0.0|20032dF...C...0000C|  89
02084064-3422147|2MASX J02084064-3422147       |02h08m40.7s -34d22m15s|IrS   |      |    |                   |2MASX J02084064-3422147       |02h08m40.7s -34d22m15s|IrS   |  9562| 0.0|20096dF...C...0000J|  45
02131288-3337397|2MASX J02131288-3337397       |02h13m12.9s -33d37m40s|G     |      |    |                   |2MASX J02131288-3337397       |02h13m12.9s -33d37m40s|G     | 12437| 0.0|20096dF...C...0000J|  45
02133751+1343411|2MASX J02133751+1343411       |02h13m37.5s +13d43m41s|G     |      |    |                   |UGC 01710                     |02h13m37.5s +13d43m41s|G     | 12336| 0.0|2003SDSS1.C...0000:|  28
02165157-0333482|2MASX J02165157-0333482       |02h16m51.6s -03d33m48s|G     |      |    |                   |2MASX J02165157-0333482       |02h16m51.6s -03d33m48s|G     | 12649| 0.0|20096dF...C...0000J|  45
02222494-3425121|2MASX J02222494-3425121       |02h22m24.9s -34d25m12s|IrS   |      |    |                   |6dF J0222248-342512           |02h22m24.9s -34d25m12s|IrS   |  5845| 0.0|20096dF...C...0000J|  45
02243144-0800405|2MASX J02243144-0800405       |02h24m31.5s -08d00m40s|G     |      |    |                   |2MASX J02243144-0800405       |02h24m31.5s -08d00m40s|G     | 16306| 0.0|20096dF...C...0000J|  45
02270015-2254433|2MASX J02270015-2254433       |02h27m00.1s -22d54m43s|IrS   |      |    |                   |AM 0224-230                   |02h27m00.3s -22d54m40s|G     | 10442| 0.1|2007A&A...465...71T|  15
02271507-2638356|2MASX J02271507-2638356       |02h27m15.1s -26d38m36s|IrS   |      |    |                   |DUKST 479-013                 |02h27m15.1s -26d38m36s|G     |  4845| 0.0|2007A&A...465...71T|   8
02291161+3823456|2MASX J02291161+3823456       |02h29m11.6s +38d23m46s|G     |      |    |                   |UGC 01960                     |02h29m11.7s +38d23m41s|G     |  5195| 0.0|1999ApJS..121..287H|  18
02292881-3314450|2MASX J02292881-3314450       |02h29m28.8s -33d14m45s|IrS   |      |    |                   |6dF J0229287-331445           |02h29m28.8s -33d14m45s|G     |  9636| 0.0|20096dF...C...0000J|  45
02302417-1717566|2MASX J02302417-1717566       |02h30m24.2s -17d17m57s|IrS   |      |    |                   |6dF J0230242-171757           |02h30m24.2s -17d17m57s|G     | 17242| 0.0|20096dF...C...0000J|  45
02312851-3454481|2MASX J02312851-3454481       |02h31m28.5s -34d54m48s|IrS   |      |    |                   |6dF J0231285-345448           |02h31m28.5s -34d54m48s|G     |  6432| 0.0|20096dF...C...0000J|  45
02313642-2300570|2MASX J02313642-2300570       |02h31m36.4s -23d00m57s|IrS   |      |    |                   |DUKST 479-009                 |02h31m36.3s -23d00m55s|G     | 16565| 0.0|1998MNRAS.300..417R| 150
02342688-1934474|2MASX J02342688-1934474       |02h34m26.9s -19d34m48s|IrS   |      |    |                   |ESO 545- G 037                |02h34m26.9s -19d34m48s|IrS   |  8761| 0.0|1995ApJS..100...69F|  32
02362546+1346496|2MASX J02362546+1346496       |02h36m25.5s +13d46m50s|IrS   |      |    |                   |IC 1821 NED01                 |02h36m25.4s +13d46m49s|G     | 12056| 0.0|1999PASP..111..438F|  19
02365802-3254452|2MASX J02365802-3254452       |02h36m58.0s -32d54m46s|IrS   |      |    |                   |DUKST 355-013                 |02h36m58.0s -32d54m46s|G     | 20907| 0.0|20096dF...C...0000J|  45
02393311+1737458|2MASX J02393311+1737458       |02h39m33.1s +17d37m46s|IrS   |      |    |                   |CGCG 462-038                  |02h39m33.2s +17d37m47s|G     |  9135| 0.0|1999ApJS..121..287H|  24
02411781-0955573|2MASX J02411781-0955573       |02h41m17.8s -09d55m58s|G     |      |    |                   |6dF J0241178-095558           |02h41m17.8s -09d55m58s|G     | 10978| 0.0|20096dF...C...0000J|  45
02431452+1636338|2MASX J02431452+1636338       |02h43m14.5s +16d36m34s|G     |      |    |                   |CGCG 462-048                  |02h43m14.5s +16d36m34s|G     |  7528| 0.0|1993AJ....105.1271G|  10
02432656+1640108|2MASX J02432656+1640108       |02h43m26.5s +16d40m11s|IrS   |      |    |                   |VV 278a                       |02h43m26.6s +16d40m12s|G     |  7524| 0.0|1985BICDS..29...87K|  27
02434911+1453222|2MASX J02434911+1453222       |02h43m49.1s +14d53m22s|G     |      |    |                   |IC 1835                       |02h43m49.1s +14d53m22s|GGrou | 13907| 0.0|1990ApJ...355..393W|  50
02442471+1734387|2MASX J02442471+1734387       |02h44m24.8s +17d34m39s|IrS   |      |    |                   |CGCG 463-003                  |02h44m25.0s +17d34m38s|G     |  7765| 0.0|1993AJ....105.1271G|   5
02470703-3129039|2MASX J02470703-3129039       |02h47m07.0s -31d29m04s|G     |      |    |                   |ESO 416- G 021                |02h47m07.3s -31d29m00s|G     |  7450| 0.0|1996A&A...312..745R|  42
02471163-3425389|2MASX J02471163-3425389       |02h47m11.6s -34d25m39s|IrS   |      |    |                   |6dF J0247116-342539           |02h47m11.6s -34d25m39s|G     |  6319| 0.0|20096dF...C...0000J|  45
02471887+1523169|2MASX J02471887+1523169       |02h47m18.9s +15d23m17s|G     |      |    |                   |CGCG 440-007                  |02h47m18.9s +15d23m17s|G     |  7214| 0.0|1990ApJ...355..393W|  50
02494392-3109299|2MASX J02494392-3109299       |02h49m43.9s -31d09m30s|IrS   |      |    |                   |2dFGRS S467Z174               |02h49m43.8s -31d09m29s|G     |  6973| 0.0|1996A&AS..116..203S|  20
02494825-3108099|2MASX J02494825-3108099       |02h49m48.3s -31d08m10s|IrS   |      |    |                   |2dFGRS S467Z173               |02h49m48.2s -31d08m09s|G     |  6872| 0.0|1996A&AS..116..203S|  20
02501685+0005315|2MASX J02501685+0005315       |02h50m16.9s +00d05m31s|IrS   |      |    |                   |UGC 02324                     |02h50m16.8s +00d05m31s|G     |  8428| 0.0|2003SDSS1.C...0000:|  28
02503000-3451565|ESO 356-IG 014 NED03          |02h50m30.0s -34d51m56s|G     |      |    |                   |6dF J0250300-345157           |02h50m30.0s -34d51m56s|G     | 10905| 0.0|20096dF...C...0000J|  45
02504665-3448475|2MASX J02504665-3448475       |02h50m46.7s -34d48m48s|G     |      |    |                   |6dF J0250467-344848           |02h50m46.6s -34d48m48s|G     | 10846| 0.0|20096dF...C...0000J|  45
02552370+4136158|2MASX J02552370+4136158       |02h55m23.7s +41d36m16s|G     |      |    |                   |[KGM98] J025523.70+413612.82  |02h55m23.7s +41d36m13s|G     | 18501| 0.0|1998AJ....116.2108K|  37
02560033+4748154|2MASX J02560033+4748154       |02h56m00.3s +47d48m16s|G     |      |    |                   |CGCG 554-014                  |02h55m59.7s +47d48m27s|G     |  9393| 0.2|1992ApJS...83...29S|  35
02594789+3539581|V Zw 304 NED01                |02h59m47.9s +35d39m58s|G     |      |    |                   |V Zw 304                      |02h59m47.2s +35d40m09s|G     | 13341| 0.0|1999MNRAS.308..897L| 250
