X, Y, Z
3.635908, 0.975728, 1.717057
3.835616, 0.950995, 2.107418
3.387033, 0.634033, 1.751673
3.679898, 1.152658, 1.508716
3.669326, 1.319704, 2.042180
3.599443, 0.528931, 1.759681
3.707845, 1.264331, 1.823897
3.154143, 0.950317, 1.751061
3.500286, 0.337687, 2.440926
3.811567, 0.693673, 1.998179
3.539304, 1.588284, 1.297196
3.740624, 0.730195, 2.424494
-3.027599, -4.887181, -3.365556
-2.901596, -4.583945, -2.756514
-2.782291, -4.146168, -2.433596
-2.711422, -5.098455, -2.562404
-3.319585, -5.338319, -2.744451
-2.893113, -5.175562, -2.321296
-3.450928, -4.646144, -2.285747
-2.208216, -4.486922, -2.753264
-3.406025, -4.124470, -2.764935
-2.879937, -4.249324, -2.341846
-2.865745, -4.763557, -2.900760
-3.103994, -4.817731, -2.997278
-2.890331, -4.693083, -2.638050
-2.919710, -4.516240, -2.631027
-2.309300, -5.165532, -2.751222
-3.460217, -4.391477, -2.653179
-3.032188, -4.510222, -2.998333
-3.456703, -4.045477, -2.964262
-3.001777, -4.302617, -3.439679
-2.626061, -4.591608, -2.428497
-2.936702, -5.559044, -2.626738
-3.324671, -4.570799, -2.449984
-3.206455, -4.704575, -2.344145
-2.741781, -4.801175, -3.145645
-3.018573, -4.670718, -2.673678
-3.256213, -4.727117, -2.373450
-3.009789, -4.569280, -2.389483
-3.033529, -5.203766, -2.619468
-2.990457, -4.536711, -2.855696
-3.250749, -4.687299, -2.664149
-3.284228, -4.526173, -3.154699
-3.287135, -4.249411, -2.509003
-3.044740, -4.163080, -2.567699
-3.251698, -4.732191, -2.790978
-2.703533, -4.418084, -3.055132
-2.711306, -4.911244, -2.542792
-3.044551, -4.862263, -2.744278
-3.208468, -4.576734, -2.968126
-3.395687, -4.300624, -2.286501
-2.649643, -4.812604, -2.632676
-3.377108, -4.457288, -2.740152
-2.648082, -4.819739, -2.731271
-3.095969, -4.652884, -2.102133
-2.299198, -4.522800, -2.262507
-2.390012, -4.893036, -2.331289
-2.770931, -4.659529, -3.012596
-4.159478, -4.960543, -2.724095
-2.988117, -4.790078, -2.380711
-2.972208, -4.560830, -2.056162
-3.122388, -4.628994, -2.774418
3.279118, -1.820605, 3.522904
3.985693, -1.696398, 3.563714
3.372062, -2.400547, 3.220227
3.334923, -2.134551, 3.474507
2.994280, -1.853284, 3.342162
3.315569, -1.937412, 3.100929
2.950548, -1.467217, 3.100561
3.376618, -2.244863, 3.203615
3.637390, -2.131360, 3.399247
3.321868, -2.524791, 2.436135
3.272722, -2.296430, 3.072162
3.399443, -2.218346, 3.763366
3.618895, -2.103359, 3.376015
3.447912, -2.026004, 3.056602
3.179285, -1.957889, 2.589473
3.732414, -2.303602, 3.612146
3.265918, -1.707542, 3.292008
4.111982, -2.310990, 3.480936
3.619687, -2.144478, 4.007081
3.839532, -2.076685, 3.163835
3.841813, -2.081639, 2.902928
3.149196, -2.248809, 3.412446
3.791413, -2.258844, 2.700899
3.551945, -2.243526, 3.353236
3.657298, -2.134632, 3.746699
2.948985, -2.043137, 2.799094
2.780780, -1.918055, 3.373774
3.792306, -2.334162, 3.543040
3.226822, -2.314279, 3.254383
3.109173, -2.543010, 3.292304
2.742628, -2.626534, 2.850043
3.940416, -2.454870, 3.493073
3.500198, -1.750845, 3.789152
4.005584, -2.173436, 3.355845
3.142194, -2.250356, 3.509077
3.482603, -2.099623, 3.000022
3.545545, -2.481490, 2.834226
3.488972, -1.608868, 3.083462
3.481742, -1.941898, 3.448549
3.512245, -1.555469, 3.213461
3.534972, -2.117892, 3.004840
3.148310, -2.010164, 3.515678
3.497523, -2.071749, 3.272779
3.822249, -2.330987, 2.683607
3.466665, -2.159175, 3.486797
3.134160, -2.084244, 3.534157
3.239216, -2.040202, 3.495418
4.326675, -2.245797, 2.713059
3.337746, -2.118580, 2.919321
3.485741, -2.103928, 3.362873
-5.509809, -0.555292, 7.424100
-5.245274, -0.272227, 7.861797
-5.469768, -0.565707, 7.088471
-4.948030, -0.564824, 8.000237
-5.213643, -0.228844, 7.433360
-5.189683, 0.467448, 7.901979
-5.205430, -0.830455, 7.433504
-5.038865, -0.958179, 7.961753
-5.294280, -0.301177, 6.814556
-5.091411, -0.602754, 8.084228
-5.108032, -0.009302, 7.421816
-5.329568, -0.676351, 7.805967
-4.965823, -0.388005, 8.085597
-4.852763, -0.918485, 7.561547
-4.911014, -0.353458, 7.760472
-5.298521, -0.352041, 7.801553
-4.921031, 0.142630, 7.591058
-4.770788, -0.591159, 7.469833
-5.299099, -0.283410, 7.396585
-4.943673, -0.596532, 7.583187
-4.894949, -1.022958, 7.603234
-4.741832, -0.651453, 7.925624
-5.549399, -0.212587, 8.138403
-4.449510, -0.318437, 7.749950
-4.805191, -0.689292, 7.855413
-4.688958, -0.433688, 7.481666
-5.079751, -0.786667, 7.560594
-5.055813, -0.685390, 8.213859
-4.755517, -0.823514, 7.711034
-5.276804, -0.291613, 7.409273
-5.629080, -0.658086, 7.339487
-4.860740, 0.060413, 7.351613
-5.171887, -0.573063, 7.864911
-5.111801, -0.853421, 7.560548
-5.411869, -0.094124, 6.809154
-5.760767, -0.487847, 7.504089
-4.477491, -0.596785, 7.624775
-5.326526, -0.793139, 7.626577
-5.145078, -0.524806, 7.355350
-5.750325, -0.451544, 7.431619
-5.443833, -0.585811, 7.242056
-4.775847, -0.203291, 7.422462
-5.417994, -0.585190, 7.472111
-4.869802, -0.687846, 7.894320
-4.930405, -0.344919, 7.412272
-5.858404, -0.185546, 7.560997
-5.621630, -0.385047, 7.465084
-5.534282, -0.777415, 7.455454
-4.825130, -0.737578, 7.016719
-5.382365, -0.827522, 7.211312
-0.885926, -8.264413, -0.447238
-1.310302, -8.049321, -0.164430
-0.780364, -8.557286, -0.444849
-1.223882, -8.564842, -0.176787
-1.024521, -8.203909, -0.550061
-0.876915, -8.580893, -0.282999
-1.011507, -8.788343, -0.250853
-1.249612, -8.973632, 0.043864
-1.274220, -9.036042, -0.449694
-0.673189, -8.714835, -0.839352
-0.602361, -8.464373, -0.780034
-0.706544, -8.607684, -0.391673
-1.294621, -8.272186, -0.382778
-0.583151, -8.699484, 0.083479
-1.222134, -8.512404, -0.616901
-0.766876, -8.393611, -0.013711
-0.841530, -7.927872, -0.034523
-0.533214, -8.737670, -0.153502
-1.385078, -8.397759, -0.274620
-1.044362, -8.770704, -0.289725
-0.694825, -7.947151, 0.523748
-0.955492, -8.918417, -0.320382
-1.312101, -8.709817, 0.335516
-0.810543, -8.490955, -0.223727
-0.925739, -8.875093, -0.219902
-0.756131, -8.821535, -0.317078
-0.894050, -8.568238, -0.757018
-0.490921, -8.207026, -0.406065
-1.026680, -8.524264, -0.539899
-1.331483, -7.943579, -0.201150
-1.087363, -8.813362, 0.421389
-0.755379, -9.080949, -0.395789
-0.911376, -8.210184, -0.000616
-0.144247, -8.729370, 0.091333
-1.189128, -8.427282, -0.998396
-1.204012, -8.600895, -0.367559
-1.275138, -9.163523, -0.665993
-0.866911, -8.089164, -0.470420
-0.865073, -8.207189, -0.309023
-0.828650, -8.559497, -0.916223
-0.626215, -8.962813, -0.338976
-1.087075, -8.303363, -0.135202
-1.126566, -8.549190, -0.507003
-0.917360, -7.923978, -0.573328
-1.195141, -7.981652, -0.583134
-1.135617, -8.694506, -0.500322
-1.418969, -8.049461, -0.547520
-0.876575, -8.673086, -0.098446
-0.836365, -7.974704, -0.641329
-0.792643, -8.359794, -0.757723
-0.829026, 2.480721, -5.686863
-0.553855, 2.083833, -5.585807
-1.118308, 2.050214, -5.018797
-0.977889, 2.276657, -5.504763
-1.044400, 2.213782, -5.542379
-0.963399, 2.484720, -4.831065
-0.755158, 2.581219, -5.462190
-0.796618, 2.651962, -5.225688
-0.291001, 2.621735, -5.442965
-0.755597, 2.535681, -4.753256
-0.742500, 1.989730, -5.258755
-0.528515, 2.223872, -5.293179
-1.032348, 1.839991, -4.863298
-0.997846, 1.857843, -4.788836
-1.395521, 1.624245, -5.636946
-0.802781, 2.753455, -5.514309
-0.827388, 2.845582, -5.720314
-0.659515, 2.787977, -5.227673
-1.011968, 2.154265, -4.903340
-1.125191, 2.651722, -4.885733
-0.962722, 2.958236, -5.519263
-0.594021, 2.674025, -5.203020
-0.341498, 2.245259, -5.600247
-0.944951, 2.758797, -5.386025
-0.658624, 2.346539, -5.101552
-1.008682, 2.771158, -5.326371
-1.165175, 2.430254, -5.357403
-1.110054, 2.492601, -5.131569
-0.909066, 2.547585, -4.908889
-0.651699, 2.135940, -5.425606
-1.060010, 2.244851, -5.191428
-0.570928, 1.971433, -5.504843
-0.862057, 2.000983, -5.405040
-1.008753, 2.090705, -5.145778
-1.013286, 2.381975, -4.979492
-0.481594, 2.572753, -5.292423
-0.910083, 2.377213, -4.760277
-0.651214, 2.697486, -5.222038
-0.430390, 2.475385, -5.482299
-1.338430, 2.616260, -5.211306
-0.910311, 2.067551, -4.639393
-1.319781, 2.193056, -5.307953
-0.629026, 2.411022, -5.179622
-1.154287, 2.461578, -4.170763
-1.131596, 2.459249, -5.192243
-0.751474, 2.460863, -5.812167
-0.661971, 2.282036, -5.234240
-0.728052, 2.108308, -5.495038
-0.724608, 2.329062, -5.324910
-0.448404, 2.007817, -5.906128
1.596242, -1.592002, -2.656371
1.493184, -1.275348, -3.119947
1.315145, -1.368136, -3.057006
1.501087, -1.865390, -2.745090
1.363925, -0.970546, -2.612832
1.473598, -1.627707, -2.668110
1.039631, -1.650568, -3.051304
1.638569, -1.724036, -2.560555
0.767285, -1.527424, -2.693787
1.428033, -1.713399, -3.136280
1.416736, -1.749704, -2.831766
1.293513, -1.871613, -3.015321
1.315870, -1.814564, -2.765480
1.542716, -1.679635, -3.552206
1.541529, -1.178617, -2.981340
1.459152, -1.744380, -2.860334
1.595429, -1.670191, -3.102113
1.386975, -2.159789, -2.883680
1.299538, -1.814849, -3.027595
0.743373, -2.113536, -3.577643
1.850693, -2.133385, -3.090338
0.713037, -1.041410, -2.771479
1.013981, -1.678360, -3.180646
1.666327, -2.102241, -3.021898
1.431703, -1.877482, -2.501231
1.558360, -1.272485, -2.796292
1.774988, -1.574362, -3.214159
1.283745, -1.366945, -2.974971
1.504065, -1.215757, -3.099307
1.139904, -2.037077, -2.803180
1.273441, -1.733654, -2.499995
1.141563, -1.094847, -2.901173
0.998741, -1.802599, -2.806566
1.435305, -1.738190, -3.022914
1.074844, -1.977014, -2.681109
1.165389, -2.167579, -3.079917
1.824766, -1.850105, -2.862244
1.194029, -1.157794, -3.550856
1.600527, -1.543013, -2.798793
1.192165, -0.651717, -3.381392
1.184662, -1.706118, -3.116588
0.820158, -1.705765, -3.328255
1.556123, -1.630487, -2.771223
1.554423, -2.158252, -3.237358
1.554343, -1.618633, -2.331040
1.171535, -1.221870, -3.061229
1.421188, -2.035985, -3.661828
1.048507, -1.862793, -2.565360
0.750459, -1.540950, -3.214016
0.600279, -1.578383, -3.206930
4.262780, 0.569535, 8.734120
3.495352, 0.653130, 9.028161
4.148845, 0.485811, 8.746333
4.392733, 0.211726, 8.765877
3.911422, 0.706585, 8.555074
3.623777, 0.783807, 8.887750
4.025078, 0.529141, 8.324020
4.241719, 0.188730, 8.976703
4.215377, 0.765078, 8.655853
4.358548, 0.089402, 9.116709
4.269017, 0.459604, 8.690609
4.055314, 0.232518, 8.905935
4.338809, 0.803060, 8.441592
4.613287, 0.333529, 8.947388
3.670146, 0.483344, 8.515823
4.148227, 0.631121, 9.302453
4.498913, 0.432269, 8.241553
3.856705, 0.293553, 9.089964
3.772817, 0.189735, 8.663293
3.991829, 0.694798, 9.179039
3.913693, 0.054066, 9.027244
4.285387, 1.015028, 8.523986
4.356238, 0.253706, 8.842697
3.822227, 0.420497, 9.153395
4.420560, 0.773061, 8.734114
4.131357, 0.403342, 8.893042
3.957652, 0.618476, 9.263716
4.339843, 0.777121, 9.136624
4.090031, 0.186658, 8.638023
4.134167, 0.604477, 8.721899
4.085871, 0.208074, 8.498351
3.750649, 0.223764, 8.233771
4.070222, 0.506158, 8.815645
4.173792, 0.283794, 9.112351
4.443086, 0.230406, 9.075408
4.417659, 0.462245, 8.828928
4.300101, 0.815758, 8.796213
3.985242, 0.602958, 8.606315
3.813370, 0.709646, 8.712868
3.960076, 0.118420, 8.478391
4.255350, 0.647019, 8.665903
4.789919, 0.358373, 8.712459
4.268230, 0.261604, 8.880136
4.067714, 0.165293, 8.820441
4.410056, 0.347383, 8.753341
4.077129, 0.363297, 9.041630
4.097208, 0.553467, 8.613621
4.342703, 0.395468, 9.211017
3.917225, 0.553447, 8.684933
4.111428, 0.524391, 8.825272
4.619217, -6.255232, 1.223308
4.527884, -6.551914, 1.225116
4.199853, -6.443038, 1.586081
4.518619, -5.618106, 1.686685
4.636491, -5.939681, 1.942161
4.776437, -6.407861, 1.995141
4.543447, -6.515347, 1.434388
4.696512, -5.974663, 1.699964
4.804719, -6.247891, 2.174491
4.613019, -6.390570, 1.416991
4.504536, -6.388643, 1.807652
5.067308, -6.052427, 1.231946
4.235635, -5.800937, 1.272213
4.308708, -6.278223, 1.445099
4.683323, -6.030312, 1.891897
4.271675, -5.893543, 1.230697
4.171174, -5.664705, 1.755428
3.888941, -6.563335, 1.173708
4.830774, -5.883288, 1.243644
3.928711, -5.928377, 1.324802
3.946347, -6.613951, 1.682225
4.134519, -6.510436, 1.543659
4.565254, -6.518465, 1.403053
4.261300, -6.185200, 1.242627
4.496309, -6.041177, 1.256839
4.703555, -6.535386, 1.499798
4.198003, -6.134707, 0.942908
4.805170, -5.881205, 1.019974
4.417727, -6.131258, 1.129764
4.410842, -6.171400, 1.884627
3.935103, -5.932554, 1.564206
4.278769, -6.204321, 2.117356
4.515016, -6.270463, 1.160634
4.431690, -6.094779, 1.874015
4.561168, -6.003342, 1.302949
5.105986, -6.047431, 1.391763
5.028740, -6.185789, 1.519305
4.402742, -6.056578, 1.049279
4.220934, -6.142521, 1.326541
3.821080, -6.352325, 1.493094
4.393786, -6.172843, 1.666817
4.492209, -6.099634, 2.225890
4.768723, -6.058451, 1.079310
4.560478, -5.730815, 1.475573
4.653480, -5.954895, 1.313070
4.320027, -5.712118, 1.824482
4.275050, -6.166095, 0.986474
3.891535, -6.208336, 1.539502
3.962583, -5.987491, 1.080574
4.555764, -6.024341, 1.013243
2.818332, -0.896999, 5.344118
2.475310, -0.715803, 5.943581
2.990557, -1.241285, 5.800787
2.281062, -0.916313, 5.554728
2.657337, -0.648551, 5.780737
2.829057, -0.425768, 5.268431
2.347112, -0.754351, 5.500470
1.931527, -0.753021, 5.831462
2.476704, -0.721322, 5.522359
2.878766, -0.739688, 5.766549
2.621083, -0.658633, 6.054498
2.607362, -1.244030, 5.814888
2.262736, -0.330286, 5.708825
2.839671, -0.591872, 5.822171
2.508392, -0.884605, 6.027885
2.828882, -0.593526, 5.758447
2.456155, -0.305838, 5.879776
2.641807, -0.405479, 5.426601
2.513857, -0.387972, 5.786573
2.619109, -0.232016, 5.184897
2.410826, -0.788461, 5.842350
2.268676, -0.468409, 5.819406
2.401124, -0.333000, 6.039188
2.560910, -0.297939, 5.362442
2.572594, -1.034082, 5.425699
2.997575, -0.431989, 5.814088
2.482667, -0.728476, 6.179992
2.417342, -1.036389, 5.288356
2.528492, -0.441757, 5.883909
2.593930, -0.618717, 5.935663
2.266672, -0.679245, 5.783151
1.965919, -1.002510, 6.027258
2.715361, -0.889132, 5.905785
2.325841, -0.338236, 5.819866
2.267297, -0.397825, 5.558055
2.698845, -0.782070, 5.362870
2.409128, -1.491822, 5.477157
2.669206, -0.181900, 5.367069
2.158082, -0.801617, 5.915178
2.761860, -1.094390, 5.866589
2.679846, -0.988926, 5.658397
2.755352, -0.835169, 5.398807
2.508308, -0.751530, 5.999933
2.879466, -0.589634, 5.814370
2.391158, -0.750538, 5.778054
2.069500, -0.664648, 6.015431
2.636494, -0.919252, 5.941146
2.895754, -0.865471, 5.639758
2.436344, -0.298227, 5.178720
2.010736, -0.509753, 5.990344
1.424135, -2.498791, -9.573831
1.382315, -2.219519, -9.877654
1.115100, -1.604731, -9.580874
1.398108, -1.857619, -9.479178
1.777161, -2.244273, -9.813342
1.540166, -1.739730, -9.469985
1.367386, -1.361236, -9.266930
1.200328, -1.730540, -9.789312
1.405978, -1.701796, -9.890109
1.870489, -1.920183, -9.314107
1.747501, -1.921205, -9.506061
1.653791, -1.600446, -9.445623
1.275728, -1.297860, -9.239024
1.446262, -2.042944, -9.528557
1.529469, -1.419301, -9.959421
1.503690, -1.963041, -9.296317
1.609351, -2.321874, -9.271151
1.504736, -1.810300, -9.360329
0.995851, -2.383595, -9.546000
1.354639, -1.438852, -9.195697
1.499641, -1.731759, -9.328080
1.710442, -1.103615, -9.344382
1.901856, -1.595216, -9.401254
1.415516, -1.598207, -9.127685
1.330558, -1.755566, -9.548659
1.223084, -2.111519, -9.175940
1.079873, -1.772622, -9.401591
1.089836, -1.510430, -9.925607
1.645713, -2.112730, -9.276816
0.786984, -2.175817, -9.399365
1.038769, -1.833014, -9.923031
1.584808, -2.696813, -9.589827
2.127220, -2.060689, -9.174786
1.369052, -1.549104, -9.270570
1.230200, -2.113755, -9.276923
1.353550, -1.974705, -9.508420
1.069956, -1.733032, -9.326404
1.606079, -1.215179, -10.015080
1.219275, -1.442115, -8.924364
0.602507, -1.344106, -9.923203
1.337151, -1.713662, -9.458849
1.275582, -2.068362, -9.507741
1.353961, -1.204620, -9.263990
1.281766, -1.724112, -9.777919
1.474218, -1.805890, -9.729830
1.453527, -1.720354, -9.485490
1.308582, -1.546335, -9.541252
1.468398, -1.860040, -9.449659
0.927853, -1.588359, -9.939243
2.013047, -1.459584, -9.840760
-5.088687, 6.189098, 1.466594
-5.678529, 5.950637, 1.549151
-5.186154, 5.649514, 2.169556
-5.765420, 5.733750, 2.193807
-5.455125, 6.263576, 1.501465
-5.929312, 5.977322, 1.236380
-5.119233, 5.964142, 1.843251
-4.774224, 5.882166, 1.142325
-5.453317, 5.901799, 1.348217
-5.242278, 5.872862, 1.542911
-5.364941, 5.816627, 1.691254
-5.158720, 5.971681, 1.977134
-5.539808, 5.810625, 1.190766
-5.126978, 5.674287, 1.661071
-5.094493, 5.513903, 1.446480
-5.130783, 5.384008, 1.442630
-5.190685, 5.833719, 1.778642
-5.484769, 6.074552, 1.510335
-6.020833, 5.860879, 1.642931
-5.536503, 6.095856, 1.317417
-5.539022, 5.609334, 1.995314
-4.882464, 5.719243, 1.601480
-5.352753, 5.506673, 1.534708
-5.489997, 6.697488, 1.327383
-5.529069, 6.013697, 1.605339
-5.358073, 6.464271, 1.806259
-5.534943, 5.402986, 1.350823
-5.332051, 5.834233, 1.447510
-5.240726, 6.102197, 1.688307
-5.585197, 6.216292, 1.468399
-5.130079, 6.259093, 2.451701
-5.423831, 5.988674, 1.381186
-5.792440, 5.821700, 1.065866
-4.960950, 6.246213, 2.067610
-5.551954, 5.814212, 1.476741
-5.468703, 6.697960, 1.500112
-5.676450, 5.801559, 1.907651
-5.889714, 5.541396, 1.632504
-5.804607, 5.776170, 1.327900
-5.283011, 6.391909, 1.580565
-6.200565, 6.207434, 1.404345
-5.593554, 5.437096, 1.912382
-5.447340, 6.322490, 1.245724
-5.483159, 5.400076, 1.199221
-4.935551, 5.236333, 1.834373
-5.928924, 5.742185, 1.498040
-5.290574, 5.790065, 1.097420
-5.018967, 6.169751, 1.702911
-5.952434, 5.687986, 1.619881
-5.006384, 6.578780, 1.549476
-7.460797, 5.669987, -3.386537
-7.111030, 5.871336, -3.350102
-7.339076, 6.078326, -3.467348
-7.270563, 5.185493, -3.192873
-7.102921, 5.647221, -3.095746
-6.970245, 5.413595, -3.089335
-7.014095, 5.972800, -3.341741
-6.865411, 5.908637, -2.722843
-7.022660, 4.937241, -3.520789
-7.216387, 5.584499, -2.958025
-7.046123, 5.612941, -3.011393
-6.854487, 5.722916, -3.095658
-7.192224, 5.788040, -3.081636
-6.746646, 5.164684, -2.882719
-6.819156, 5.206464, -3.786699
-6.740103, 5.425806, -3.036138
-6.908472, 5.133169, -3.648015
-7.577627, 5.688577, -2.732239
-6.432981, 5.161158, -2.706360
-7.828883, 5.661365, -2.956772
-7.127678, 5.610117, -3.308858
-7.091788, 5.634374, -3.080237
-7.163736, 5.612431, -3.142880
-7.398654, 5.114052, -3.249388
-7.135831, 5.098887, -2.745214
-7.195348, 5.999336, -3.008392
-7.111803, 6.028233, -3.163100
-7.041773, 4.721422, -3.392768
-7.381943, 4.848483, -3.547946
-7.432501, 5.403272, -3.007446
-6.970271, 5.822128, -2.795359
-7.454073, 5.652012, -2.983316
-6.982988, 5.462049, -3.450131
-6.936163, 6.246948, -3.191358
-7.053417, 5.575313, -3.033472
-7.171333, 5.050221, -3.708196
-6.871767, 5.728050, -3.138218
-7.433706, 5.745022, -3.101618
-7.106982, 5.860803, -3.325292
-7.132317, 5.558261, -2.613794
-6.902126, 5.342985, -2.889283
-6.549479, 6.075700, -3.030545
-6.957662, 5.290074, -3.487886
-7.123123, 5.562177, -4.036703
-6.662985, 5.800528, -3.284761
-7.167427, 5.524902, -3.143440
-7.077177, 5.818158, -3.038898
-7.326168, 5.245049, -3.187912
-6.962674, 5.722751, -3.067154
-7.381027, 5.397343, -3.466574
5.856209, -1.869957, -7.395791
6.066360, -1.158239, -7.269235
6.578825, -1.799374, -7.311810
6.563516, -1.621198, -7.274221
6.222988, -1.900416, -7.366745
5.942763, -1.875203, -6.930595
5.637357, -1.246251, -7.025495
6.186623, -1.753020, -7.431929
6.289774, -1.951368, -6.874533
6.655993, -1.605992, -7.134820
6.339580, -1.514842, -7.127029
6.526133, -1.722675, -6.983364
5.996639, -1.838693, -7.341578
6.166796, -1.947866, -7.184592
5.808702, -1.333071, -6.818087
6.443882, -1.449590, -7.420216
6.151104, -1.618613, -7.303415
6.102735, -2.007746, -7.277440
6.086385, -1.357098, -6.404023
5.553030, -1.436597, -6.633940
5.940728, -1.377777, -6.789575
6.630215, -1.877597, -6.972209
7.009071, -1.362837, -7.483790
5.705056, -1.627603, -7.552040
6.182136, -1.726087, -7.001555
6.265302, -1.634626, -7.561324
6.471297, -1.687754, -7.013850
6.271104, -1.678892, -6.667298
6.130626, -1.368153, -6.833048
5.910688, -1.545574, -6.943496
6.308868, -1.287141, -7.669667
6.678190, -1.511052, -6.448463
5.848176, -1.472510, -7.072494
6.464318, -1.451159, -6.667204
6.746115, -2.371150, -6.970336
6.388550, -2.160334, -6.885607
6.030871, -1.365090, -6.980341
6.565517, -1.430642, -6.901247
6.683208, -1.646569, -7.581421
6.560387, -1.257621, -6.664480
6.111752, -2.132003, -7.186095
6.418633, -1.723093, -7.312133
6.190155, -1.325654, -6.627112
6.211776, -1.170019, -6.830909
6.450979, -1.351713, -6.571084
5.959353, -2.103562, -6.737359
5.912475, -1.517025, -6.686789
6.306058, -1.726676, -6.721838
6.443100, -1.902080, -7.099305
6.571443, -1.415638, -6.935777
2.003632, 1.753079, 1.583225
1.307909, 0.844348, 1.844479
1.130122, 0.880917, 1.572398
1.289804, 1.462130, 1.335458
1.260302, 1.195366, 2.353647
1.085566, 1.218011, 1.323610
1.294671, 1.394759, 1.931585
1.075459, 1.870014, 1.173822
1.048099, 1.369306, 1.418944
1.168747, 1.132074, 1.859764
1.722301, 0.887619, 1.989232
1.170241, 1.587042, 2.051990
1.446731, 1.456119, 1.851521
1.261383, 0.874308, 1.352495
0.826833, 0.833965, 1.294701
0.780376, 1.635738, 2.164060
1.088902, 0.711228, 1.646577
0.873474, 1.779901, 1.692574
1.401560, 1.150310, 2.035561
2.083840, 1.433300, 1.515146
0.873296, 1.885098, 1.797557
0.824035, 1.603374, 2.462327
1.304404, 1.017517, 1.825997
1.287208, 1.474961, 2.228125
0.931829, 1.336405, 0.983532
1.462937, 1.368308, 2.086238
1.435506, 1.273842, 1.728074
0.994373, 1.237757, 2.057422
1.199500, 1.338661, 1.605083
0.873552, 1.533356, 1.673653
1.269806, 1.774406, 1.436388
1.112399, 1.630705, 2.392882
1.209068, 1.235850, 1.706311
1.311781, 1.114994, 1.573451
1.138344, 1.485554, 1.760983
1.391184, 1.772431, 2.197663
1.248830, 1.028600, 1.809647
0.861535, 1.077708, 1.983855
1.245532, 0.757415, 1.450586
0.816818, 1.545140, 1.611151
1.206869, 1.145036, 1.723557
0.917687, 1.105839, 1.960115
0.965847, 1.179812, 1.735231
1.016846, 1.317733, 2.343540
1.011928, 0.972358, 2.004982
0.895833, 1.582266, 2.183273
1.019401, 1.378728, 1.954400
1.299674, 1.522915, 1.999194
1.228522, 1.749943, 2.106622
1.131145, 1.539935, 1.993073
8.543346, 1.837842, -2.908752
9.077657, 1.522169, -3.167217
8.889894, 1.398616, -3.476256
9.181434, 1.285343, -3.490322
