# The 2MASS Redshift Survey
# Huchra et al., to be submitted to ApJS
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.1, 2011 June 22
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Code "C/F/D": NED entries superceded by new measurements from 2MRS ([C]TIO, [F]LWO, Mc[D]onald).
#
#2MASS_ID        NED_ID                         RA          DEC        TYPE   NED_CZ QUAL NED_BIBCODE         2MRS_CZ  ERR CD 2MRS_BIBCODE
00010597-5359303|ESO 149- GA011                |00h01m06.0s -53d59m31s|G     |  9415|    |20096dF...C...0000J|   9423|  28|C |20112MRS.CTIO.0000H
00350169-0208294|IC 0032                       |00h35m01.7s -02d08m30s|G     | 16494|    |20096dF...C...0000J|  16523|  28|F |20112MRS.FLWO.0000H
00351120-4359058|ESO 242- G 016                |00h35m11.3s -43d59m07s|G     |  7592|    |20096dF...C...0000J|   7600|  38|C |20112MRS.CTIO.0000H
00353909+2540425|CGCG 479-042                  |00h35m39.1s +25d40m43s|G     |  9844|    |2009ApJS..183..214M|   9824|  30|F |20112MRS.FLWO.0000H
00355084-5941379|ESO 112- GA008                |00h35m50.8s -59d41m38s|G     | 10167|    |2003A&A...405...31B|  10033|  34|C |20112MRS.CTIO.0000H
00362002-5911113|AM 0034-592                   |00h36m20.0s -59d11m11s|G     |  8991|    |20096dF...C...0000J|   8807|  41|C |20112MRS.CTIO.0000H
00373410+0933247|UGC 00373                     |00h37m34.1s +09d33m25s|G     | 12033|    |2005ApJS..160..149S|  12017|  44|F |20112MRS.FLWO.0000H
00395598+0650550|IC 1568                       |00h39m56.0s +06d50m55s|G     | 11998|    |2000MNRAS.313..469S|  11956|  30|F |20112MRS.FLWO.0000H
00402804+0643114|IC 1569                       |00h40m28.0s +06d43m11s|G     | 11346|    |2000MNRAS.313..469S|  11325|  29|F |20112MRS.FLWO.0000H
00413983-4219154|MCG -07-02-014                |00h41m39.8s -42d19m15s|G     |  5964|    |20096dF...C...0000J|   5995|  26|C |20112MRS.CTIO.0000H
00425124-7958572|ESO 012- G 023                |00h42m51.3s -79d58m57s|G     |  4163|    |2006MNRAS.366..267F|   7501|  57|C |20112MRS.CTIO.0000H
00504184-5213116|2MASX J00504184-5213116       |00h50m41.9s -52d13m12s|G     |  7763|    |20096dF...C...0000J|   7813|  28|C |20112MRS.CTIO.0000H
00504652-2135137|2MASX J00504652-2135137       |00h50m46.5s -21d35m14s|G     | 17267|    |20096dF...C...0000J|  17361|  50|C |20112MRS.CTIO.0000H
00510924-4606335|2MASX J00510924-4606335       |00h51m09.2s -46d06m34s|G     |  9945|    |20096dF...C...0000J|   9914|  25|C |20112MRS.CTIO.0000H
00524245-5531260|2MASX J00524245-5531260       |00h52m42.4s -55d31m26s|G     |  7167|    |20096dF...C...0000J|   7069|  19|C |20112MRS.CTIO.0000H
00530553-0337456|2MASX J00530553-0337456       |00h53m05.6s -03d37m46s|G     | 15493|    |2003AJ....126.2152R|  15500|  25|F |20112MRS.FLWO.0000H
00541843-6153345|2MASX J00541843-6153345       |00h54m18.4s -61d53m34s|G     |  8306|    |20096dF...C...0000J|   8318|  18|C |20112MRS.CTIO.0000H
00543280-2329415|IC 1599                       |00h54m32.8s -23d29m42s|G     |  9900|    |20096dF...C...0000J|   9917|  53|C |20112MRS.CTIO.0000H
00544941+1032160|UGC 00558                     |00h54m49.4s +10d32m16s|G     | 11923|    |1995A&AS..109..537H|  11735|  36|F |20112MRS.FLWO.0000H
00553570-6018078|AM 0052-603 NED01             |00h55m35.7s -60d18m08s|G     |  8253|    |20096dF...C...0000J|   8328|  34|C |20112MRS.CTIO.0000H
00560140-7430406|AM 0054-744 NED02             |00h56m01.4s -74d30m41s|G     | 10369|    |2001A&A...371..895D|  10228|  30|C |20112MRS.CTIO.0000H
00562074+1351434|UGC 00580                     |00h56m20.8s +13d51m44s|G     | 11946|    |2003SDSS1.C...0000:|  11941|  39|F |20112MRS.FLWO.0000H
00574786-0506435|NGC 0325                      |00h57m47.9s -05d06m43s|G     |  5487|    |2005AJ....130.1037C|   5455|  36|F |20112MRS.FLWO.0000H
00585613-1652072|MCG -03-03-014                |00h58m56.1s -16d52m07s|G     | 10945|    |20096dF...C...0000J|  10974|  34|C |20112MRS.CTIO.0000H
00591354-0222413|2MASX J00591354-0222413       |00h59m13.5s -02d22m42s|G     | 13353|    |2003AJ....126.2152R|  13335|  20|F |20112MRS.FLWO.0000H
00595997-7957252|ESO 013- G 007                |01h00m00.0s -79d57m25s|G     |  7683|    |2006MNRAS.366..267F|   7625|  26|C |20112MRS.CTIO.0000H
01013572-5312020|ESO 151- G 018                |01h01m35.7s -53d12m02s|G     |  7498|    |2006A&A...457..405C|   7457|  24|C |20112MRS.CTIO.0000H
01013885-0611312|2MFGC 00749                   |01h01m38.9s -06d11m31s|G     |  5387|    |20096dF...C...0000J|   5721|  35|F |20112MRS.FLWO.0000H
01014201-4943180|2MASX J01014201-4943180       |01h01m42.0s -49d43m18s|G     | 18548|    |20096dF...C...0000J|  18591|  42|C |20112MRS.CTIO.0000H
01021735-1940087|ESO 541-IG 012 NED01          |01h02m17.4s -19d40m09s|G     | 16954|    |1992A&AS...96..389d|  16970|  18|F |20112MRS.FLWO.0000H
01021784-0613364|2MASX J01021784-0613364       |01h02m17.9s -06d13m37s|G     | 12785|    |20096dF...C...0000J|  13028|  32|F |20112MRS.FLWO.0000H
01022194-0638459|2MASX J01022194-0638459       |01h02m21.9s -06d38m46s|G     |  5275|    |20096dF...C...0000J|   5295|  28|F |20112MRS.FLWO.0000H
01023624-0623329|MCG -01-03-074                |01h02m36.2s -06d23m34s|G     | 12855|    |20096dF...C...0000J|  13285|  59|F |20112MRS.FLWO.0000H
01024825-0624419|MCG -01-03-075                |01h02m48.3s -06d24m42s|G     |  5773|    |2005AJ....130.1037C|   5741|  18|F |20112MRS.FLWO.0000H
01042204-4316363|NGC 0368                      |01h04m22.0s -43d16m36s|G     |  8882|    |20096dF...C...0000J|   8829|  39|C |20112MRS.CTIO.0000H
01042484-4630073|AM 0102-464                   |01h04m24.9s -46d30m07s|G     |  9266|    |20096dF...C...0000J|   9180|  24|C |20112MRS.CTIO.0000H
01045986-4604332|2MASX J01045986-4604332       |01h04m59.9s -46d04m33s|G     |  8966|    |20096dF...C...0000J|   8960|  29|C |20112MRS.CTIO.0000H
01052329-0649056|MCG -01-03-090                |01h05m23.4s -06d49m06s|G     |  6958|    |20096dF...C...0000J|   6881|  34|F |20112MRS.FLWO.0000H
01052683-4212581|MCG -07-03-007                |01h05m26.8s -42d12m58s|G     |  9068|    |20096dF...C...0000J|   8959|  31|C |20112MRS.CTIO.0000H
01060259-7359526|2MASX J01060259-7359526       |01h06m02.7s -73d59m52s|G     |  9941|    |20096dF...C...0000J|  10021|  19|C |20112MRS.CTIO.0000H
01062039-0611498|MCG -01-03-091                |01h06m20.4s -06d11m50s|G     | 12141|    |20096dF...C...0000J|  12249|  37|F |20112MRS.FLWO.0000H
01081173-0433164|IC 0076                       |01h08m11.7s -04d33m16s|G     |  7826|    |20096dF...C...0000J|   7659|  29|F |20112MRS.FLWO.0000H
01084846-2510225|2MASX J01084846-2510225       |01h08m48.5s -25d10m23s|G     | 17551|    |20096dF...C...0000J|  17580|  26|C |20112MRS.CTIO.0000H
01085898+2144504|CGCG 459-008                  |01h08m59.0s +21d44m50s|G     | 16345|    |2001ApJ...560..566K|  16431|  38|F |20112MRS.FLWO.0000H
01091820+0234035|IC 1629                       |01h09m18.2s +02d34m03s|G     | 12536|    |2003AJ....126.2152R|  12534|  36|F |20112MRS.FLWO.0000H
01093909-6119597|ESO 113- G 018                |01h09m39.1s -61d20m00s|G     |  7800|    |20096dF...C...0000J|   7891|  32|C |20112MRS.CTIO.0000H
01101651-0558204|2MASX J01101651-0558204       |01h10m16.5s -05d58m21s|G     | 10280|    |20096dF...C...0000J|   9906|  19|F |20112MRS.FLWO.0000H
01102893+1611259|GIN 045                       |01h10m28.9s +16d11m25s|G     | 12380|    |1999MNRAS.305..259W|  12432|  38|F |20112MRS.FLWO.0000H
01110932-0559318|2MASX J01110932-0559318       |01h11m09.3s -05d59m32s|G     | 10524|    |20096dF...C...0000J|  10117|  71|F |20112MRS.FLWO.0000H
01120091-0544502|MCG -01-04-012                |01h12m00.9s -05d44m50s|G     |  8989|    |20096dF...C...0000J|   8663|  37|F |20112MRS.FLWO.0000H
01121710-0608527|2MASX J01121710-0608527       |01h12m17.1s -06d08m53s|G     | 11248|    |20096dF...C...0000J|  11127|  40|F |20112MRS.FLWO.0000H
01131565+1530593|VV 377 NED01                  |01h13m15.7s +15d30m59s|G     | 14056|    |1999MNRAS.305..259W|  14118|  26|F |20112MRS.FLWO.0000H
01145817-0739347|2MASX J01145817-0739347       |01h14m58.2s -07d39m34s|G     |  5265|    |20096dF...C...0000J|   5341|  26|F |20112MRS.FLWO.0000H
01151176+0217230|2MASX J01151176+0217230       |01h15m11.8s +02d17m23s|G     | 13759|    |2003AJ....126.2152R|  13727|  24|F |20112MRS.FLWO.0000H
01155228-0122063|2MASX J01155228-0122063       |01h15m52.2s -01d22m07s|G     | 11513|    |2004AJ....128.1078R|  11525|  21|F |20112MRS.FLWO.0000H
01172381-1603446|MCG -03-04-038                |01h17m23.8s -16d03m45s|G     | 13426|    |20096dF...C...0000J|  13441|  40|C |20112MRS.CTIO.0000H
01180282-0134199|2MASX J01180282-0134199       |01h18m02.8s -01d34m20s|G     | 11950|    |2003AJ....126.2152R|  11921|  30|F |20112MRS.FLWO.0000H
01193329-1741357|MCG -03-04-048                |01h19m33.3s -17d41m36s|G     | 12593|    |20096dF...C...0000J|  12482|  27|C |20112MRS.CTIO.0000H
01194497-4334176|ESO 244- G 016                |01h19m45.0s -43d34m17s|G     |  6633|    |20096dF...C...0000J|   6743|  28|C |20112MRS.CTIO.0000H
01203134-0649257|MCG -01-04-026                |01h20m31.3s -06d49m26s|G     | 10850|    |20096dF...C...0000J|  10878|  28|F |20112MRS.FLWO.0000H
01204303-1443556|MCG -03-04-054                |01h20m43.1s -14d43m56s|G     | 11802|    |20096dF...C...0000J|  11836|  24|F |20112MRS.FLWO.0000H
01210062-2649104|AM 0118-270                   |01h21m00.6s -26d49m10s|G     | 15987|    |20096dF...C...0000J|  16092|  51|C |20112MRS.CTIO.0000H
01213870-0721222|MCG -01-04-027                |01h21m38.7s -07d21m22s|G     | 10774|    |20096dF...C...0000J|  10842|  34|F |20112MRS.FLWO.0000H
01215148-0718462|MCG -01-04-029                |01h21m51.5s -07d18m46s|G     |  7889|    |20096dF...C...0000J|   7947|  33|F |20112MRS.FLWO.0000H
01225261-4233537|ESO 244- G 022                |01h22m52.6s -42d33m54s|G     |  6995|    |2003AJ....126.2268W|   7010|  33|C |20112MRS.CTIO.0000H
01243897-1238081|IC 0108                       |01h24m39.0s -12d38m08s|G     | 15743|    |20096dF...C...0000J|  15765|  26|F |20112MRS.FLWO.0000H
01284133-3349342|2MASX J01284133-3349342       |01h28m41.4s -33d49m34s|G     |  9170|    |20096dF...C...0000J|   9039|  39|C |20112MRS.CTIO.0000H
01314889+1835498|LSBC F542-01                  |01h31m48.9s +18d35m50s|G     | 25200|    |1975Afz....11..377A|  12848|  26|F |20112MRS.FLWO.0000H
01321990-2049444|ESO 542- G 023                |01h32m19.9s -20d49m44s|G     | 15805|    |20096dF...C...0000J|  15716|  53|C |20112MRS.CTIO.0000H
01345601-4343069|MCG -07-04-016                |01h34m56.0s -43d43m07s|G     | 18875|    |20096dF...C...0000J|  18768|  45|C |20112MRS.CTIO.0000H
01354741-4711296|2MASX J01354741-4711296       |01h35m47.4s -47d11m30s|G     |  6476|    |20096dF...C...0000J|   6501|  25|C |20112MRS.CTIO.0000H
01370156-1218463|MCG -02-05-019                |01h37m01.5s -12d18m46s|G     | 15181|    |20096dF...C...0000J|  15279|  43|C |20112MRS.CTIO.0000H
01390686-4321361|ESO 244- G 047                |01h39m06.9s -43d21m36s|G     |  6305|    |20096dF...C...0000J|   6370|  17|C |20112MRS.CTIO.0000H
01405125-3750552|2MASX J01405125-3750552       |01h40m51.3s -37d50m55s|G     |  9133|    |20096dF...C...0000J|   9784|  59|C |20112MRS.CTIO.0000H
01414232-0735281|2MASX J01414232-0735281       |01h41m42.3s -07d35m28s|G     | 15544|    |20096dF...C...0000J|  15573|  42|F |20112MRS.FLWO.0000H
01434062-1307019|2MFGC 01299                   |01h43m40.6s -13d07m02s|G     |  8595|    |20096dF...C...0000J|   8555|  15|F |20112MRS.FLWO.0000H
01444275+4244154|CGCG 537-022                  |01h44m42.8s +42d44m15s|G     | 15229|    |2001MNRAS.326.1585J|  15109|  23|F |20112MRS.FLWO.0000H
01445772-8348442|2MASX J01445772-8348442       |01h44m57.7s -83d48m44s|G     |  8342|    |20096dF...C...0000J|   8354|  29|C |20112MRS.CTIO.0000H
01452845-1005362|MCG -02-05-041                |01h45m28.5s -10d05m36s|G     | 15538|    |20096dF...C...0000J|  15680|  58|C |20112MRS.CTIO.0000H
01454358-0707096|2MASX J01454358-0707096       |01h45m43.6s -07d07m10s|G     |  5474|    |20096dF...C...0000J|   5496|  17|F |20112MRS.FLWO.0000H
01480231-5600103|ESO 152- G 025                |01h48m02.3s -56d00m11s|G     |  6130|    |20096dF...C...0000J|   6252|  38|C |20112MRS.CTIO.0000H
01503934-1240462|IC 0169                       |01h50m39.4s -12d40m47s|G     |  8476|    |20096dF...C...0000J|   8471|  29|C |20112MRS.CTIO.0000H
01505715-3432182|2MASX J01505715-3432182       |01h50m57.1s -34d32m18s|G     | 10444|    |20096dF...C...0000J|  10496|  29|C |20112MRS.CTIO.0000H
01541389+2539372|2MASX J01541389+2539372       |01h54m13.9s +25d39m37s|G     | 12589|    |2009ApJS..183..214M|  12585|  28|F |20112MRS.FLWO.0000H
01562375-0937359|2MASX J01562375-0937359       |01h56m23.8s -09d37m36s|G     | 15866|    |2003SDSS1.C...0000:|  15896|  52|C |20112MRS.CTIO.0000H
01572568-5508205|ESO 153- G 001                |01h57m25.7s -55d08m21s|G     |  6885|    |2003A&A...405...31B|   6502|  27|C |20112MRS.CTIO.0000H
01590401-5210142|ESO 197-IG 015 NED02          |01h59m04.0s -52d10m14s|G     | 14587|    |20096dF...C...0000J|  14584|  32|C |20112MRS.CTIO.0000H
01595398-5713019|2MASX J01595398-5713019       |01h59m54.0s -57d13m02s|G     |  5915|    |20096dF...C...0000J|   5941|  20|C |20112MRS.CTIO.0000H
02013075+2628515|IC 0187                       |02h01m30.8s +26d28m51s|G     |  5152|    |2008AJ....135..588S|   5131|  25|F |20112MRS.FLWO.0000H
02013861-5159467|2MASX J02013861-5159467       |02h01m38.6s -51d59m47s|G     | 14632|    |20096dF...C...0000J|  14699|  27|C |20112MRS.CTIO.0000H
02022225-5316145|ESO 153- G 011                |02h02m22.3s -53d16m15s|G     |  5915|    |20096dF...C...0000J|   5884|  42|C |20112MRS.CTIO.0000H
02034927-0807434|2MASX J02034927-0807434       |02h03m49.3s -08d07m44s|G     | 12379|    |2003SDSS1.C...0000:|  12402|  38|C |20112MRS.CTIO.0000H
02043502-5507096|ESO 153- G 015                |02h04m35.0s -55d07m10s|G     |  6131|    |20096dF...C...0000J|   6293|  31|C |20112MRS.CTIO.0000H
02055478+5044156|UGC 01578                     |02h05m54.8s +50d44m16s|G     |  7794|    |1997AstL...23..638M|   7799|  23|F |20112MRS.FLWO.0000H
02055705-7107461|ESO 052- G 021                |02h05m57.0s -71d07m46s|G     |  8184|    |2006A&A...457..405C|   8148|  15|C |20112MRS.CTIO.0000H
02061433-5527288|2MASX J02061433-5527288       |02h06m14.3s -55d27m29s|G     |  5885|    |20096dF...C...0000J|   5937|  21|C |20112MRS.CTIO.0000H
02072180-6153369|ESO 114- G 029                |02h07m21.8s -61d53m37s|G     |  8536|    |20096dF...C...0000J|   8496|  29|C |20112MRS.CTIO.0000H
02074246+7509407|MCG +12-03-002                |02h07m42.5s +75d09m41s|G     |  2569|    |1992NED11.R......1N|   2846|  38|F |20112MRS.FLWO.0000H
02075438-5206515|2MASX J02075438-5206515       |02h07m54.4s -52d06m52s|G     |  9327|    |20096dF...C...0000J|   9200|  31|C |20112MRS.CTIO.0000H
02083580-0837551|MCG -02-06-029                |02h08m35.8s -08d37m55s|G     | 10245|    |2003SDSS1.C...0000:|  10191|  79|C |20112MRS.CTIO.0000H
02104319-0634474|MCG -01-06-062                |02h10m43.1s -06d34m47s|G     | 13022|    |20096dF...C...0000J|  12946|  31|F |20112MRS.FLWO.0000H
02112586-4027161|ESO 298- G 018                |02h11m25.9s -40d27m16s|G     |  5324|    |20096dF...C...0000J|   5365|  12|C |20112MRS.CTIO.0000H
02114686-0554553|MCG -01-06-068                |02h11m46.8s -05d54m56s|G     | 12991|    |20096dF...C...0000J|  12968|  29|F |20112MRS.FLWO.0000H
02120656-5337113|2MASX J02120656-5337113       |02h12m06.6s -53d37m12s|G     |  6128|    |20096dF...C...0000J|   6134|  24|C |20112MRS.CTIO.0000H
02120886-5136003|2MASX J02120886-5136003       |02h12m08.9s -51d36m01s|G     |  9068|    |20096dF...C...0000J|   9293|  24|C |20112MRS.CTIO.0000H
02131085-0620265|MCG -01-06-071                |02h13m10.9s -06d20m27s|G     | 13003|    |20096dF...C...0000J|  12983|  41|C |20112MRS.CTIO.0000H
02131090+1401048|2MASX J02131090+1401048       |02h13m10.9s +14d01m05s|G     |  7832|    |2003SDSS1.C...0000:|   7815|  31|F |20112MRS.FLWO.0000H
02133257-0528552|2MASX J02133257-0528552       |02h13m32.6s -05d28m55s|G     | 12754|    |20096dF...C...0000J|  12769|  24|F |20112MRS.FLWO.0000H
02135297-0505481|2MASX J02135297-0505481       |02h13m53.0s -05d05m48s|G     | 12770|    |20096dF...C...0000J|  12772|  52|C |20112MRS.CTIO.0000H
02140946-0648228|IC 0215                       |02h14m09.5s -06d48m23s|G     |  2143|    |20096dF...C...0000J|   2147|  27|C |20112MRS.CTIO.0000H
02143587-0718364|MCG -01-06-078                |02h14m35.9s -07d18m36s|G     | 12685|    |2005AJ....130.1037C|  12642|  29|F |20112MRS.FLWO.0000H
02154767-1349248|MCG -02-06-045                |02h15m47.6s -13d49m25s|G     | 11266|    |20096dF...C...0000J|  11318|  37|C |20112MRS.CTIO.0000H
02173149-6954123|ESO 053- G 003                |02h17m31.5s -69d54m12s|G     |  8150|    |20096dF...C...0000J|   8143|  32|C |20112MRS.CTIO.0000H
02180238-4732141|ESO 198- G 002                |02h18m02.4s -47d32m14s|G     |  6040|    |20096dF...C...0000J|   6316|  29|C |20112MRS.CTIO.0000H
02190982-5322134|2MASX J02190982-5322134       |02h19m09.8s -53d22m14s|G     |  6298|    |20096dF...C...0000J|   6273|  39|C |20112MRS.CTIO.0000H
02235368-0721085|MCG -01-07-006                |02h23m53.6s -07d21m09s|G     |  9525|    |20096dF...C...0000J|   9461|  38|C |20112MRS.CTIO.0000H
02244109-1346341|2MASX J02244109-1346341       |02h24m41.1s -13d46m34s|G     | 10747|    |20096dF...C...0000J|  10753|  43|C |20112MRS.CTIO.0000H
02244728+4140526|UGC 01858                     |02h24m47.3s +41d40m52s|G     |  5304|    |1988MNRAS.232..381M|   5756|  38|F |20112MRS.FLWO.0000H
02250695-5446430|ESO 153- G 033                |02h25m06.9s -54d46m43s|G     |  5772|    |2003A&A...405...31B|   5818|  29|C |20112MRS.CTIO.0000H
02252977-0400413|2MASX J02252977-0400413       |02h25m29.8s -04d00m42s|G     | 13083|    |20096dF...C...0000J|  12999|  28|F |20112MRS.FLWO.0000H
02253134-5928381|AM 0224-594                   |02h25m31.4s -59d28m38s|G     | 13169|    |20096dF...C...0000J|  13200|  43|C |20112MRS.CTIO.0000H
02253804-8532596|ESO 003- G 010                |02h25m38.0s -85d33m00s|G     |  4911|    |20096dF...C...0000J|   4934|  25|C |20112MRS.CTIO.0000H
02263286-5148038|2MASX J02263286-5148038       |02h26m32.9s -51d48m04s|G     |  9426|    |20096dF...C...0000J|   9434|  30|C |20112MRS.CTIO.0000H
02294967-4257437|ESO 246- G 020                |02h29m49.7s -42d57m44s|G     |  5746|    |20096dF...C...0000J|   5724|  31|C |20112MRS.CTIO.0000H
02295884-1315507|MCG -02-07-023                |02h29m58.8s -13d15m51s|G     | 16880|    |20096dF...C...0000J|  16864|  36|F |20112MRS.FLWO.0000H
02302823-1418366|2MASX J02302823-1418366       |02h30m28.2s -14d18m37s|G     | 16443|    |20096dF...C...0000J|  16265|  81|C |20112MRS.CTIO.0000H
02303390-0437295|MCG -01-07-018                |02h30m33.9s -04d37m29s|G     |  9034|    |20096dF...C...0000J|   8933|  30|F |20112MRS.FLWO.0000H
02304534-1358516|2MASX J02304534-1358516       |02h30m45.3s -13d58m52s|G     | 10507|    |20096dF...C...0000J|  10517|  42|C |20112MRS.CTIO.0000H
02334606-1630398|NGC 0989                      |02h33m46.0s -16d30m40s|G     |  7536|    |20096dF...C...0000J|   7485|  32|C |20112MRS.CTIO.0000H
02340713-1102261|IC 1818                       |02h34m07.1s -11d02m27s|G     |  4549|    |20096dF...C...0000J|   4542|  39|C |20112MRS.CTIO.0000H
02354784-7414310|ESO 030- GA017                |02h35m47.8s -74d14m31s|G     |  8149|    |20096dF...C...0000J|   8268|  34|C |20112MRS.CTIO.0000H
02390575-0656486|2MASX J02390575-0656486       |02h39m05.8s -06d56m49s|G     |  6978|    |20096dF...C...0000J|   7117|  19|F |20112MRS.FLWO.0000H
02392873-5730419|ESO 115- G 023                |02h39m28.7s -57d30m42s|G     |  9179|    |20096dF...C...0000J|   9183|  29|C |20112MRS.CTIO.0000H
02393445-7626500|FAIRALL 1241                  |02h39m34.5s -76d26m50s|G     | 17288|    |2006MNRAS.366..267F|  17298|  48|C |20112MRS.CTIO.0000H
02402886-1252382|VV 200a                       |02h40m28.9s -12d52m38s|G     | 10262|    |20096dF...C...0000J|  10376|  55|C |20112MRS.CTIO.0000H
02411385-1457276|IC 0251                       |02h41m13.8s -14d57m28s|G     |  7402|    |20096dF...C...0000J|   7470|  38|C |20112MRS.CTIO.0000H
02411798-7807422|ESO 014- G 004                |02h41m18.0s -78d07m42s|G     | 16064|    |2001ApJ...552L..23D|  16095|  67|C |20112MRS.CTIO.0000H
02412236-2719589|2MASX J02412236-2719589       |02h41m22.4s -27d19m59s|G     | 10374|    |20096dF...C...0000J|  10332|  45|C |20112MRS.CTIO.0000H
02423851-0338118|2MASX J02423851-0338118       |02h42m38.5s -03d38m12s|G     |  6858|    |20096dF...C...0000J|   6878|  23|F |20112MRS.FLWO.0000H
02425578-5434346|ESO 154- G 009                |02h42m55.8s -54d34m35s|G     |  9725|    |2003AJ....126.2268W|   9663|  35|C |20112MRS.CTIO.0000H
02431524-6625378|2MASX J02431524-6625378       |02h43m15.3s -66d25m38s|G     |  5729|    |20096dF...C...0000J|   5664|  22|C |20112MRS.CTIO.0000H
02432705-0806331|2MASX J02432705-0806331       |02h43m27.1s -08d06m34s|G     |  9334|    |2003SDSS1.C...0000:|   9225|  48|C |20112MRS.CTIO.0000H
02444408-0529176|2MASX J02444408-0529176       |02h44m44.1s -05d29m18s|G     |  8971|    |20096dF...C...0000J|   8826|  27|F |20112MRS.FLWO.0000H
02452534-2049185|MCG -04-07-033                |02h45m25.3s -20d49m19s|G     | 10191|    |20096dF...C...0000J|  10190|  36|C |20112MRS.CTIO.0000H
